order_id,order_date,customer_id,product_name,category,quantity,unit_price,discount,total_sales,region
2196,2024-12-27,C769,Notebook,Books,2,32.32,0.28,46.54,Middle East
2197,2024-02-10,C1832,Jeans,Clothing,1,110.8,0.12,97.5,Asia Pacific
2198,2022-02-04,C1113,Serum,Beauty,8,29.94,0.11,213.17,Europe
2199,2022-02-28,C1852,Wall Art,Home Decor,2,44.17,0.16,74.21,Middle East
2200,2023-04-05,C479,Tennis Racket,Sports,7,208.69,0.14,1256.31,North America
2201,2024-02-19,C1203,Lipstick,Beauty,5,61.11,0.2,244.44,Asia Pacific
2202,2023-10-12,C534,Serum,Beauty,6,98.77,0.21,468.17,Middle East
2203,2023-10-12,C112,Smartphone,Electronics,7,859.95,0.24,4574.93,North America
2204,2022-03-29,C611,Rug,Home Decor,1,192.0,0.19,155.52,Europe
2205,2022-06-22,C702,Handbag,Accessories,9,12.52,0.11,100.29,Europe
2206,2024-03-21,C1532,Yoga Mat,Sports,2,299.89,0.08,551.8,Middle East
2207,2024-03-01,C125,Dumbbells,Sports,1,73.81,0.22,57.57,Middle East
2208,2023-08-07,C1564,Rice,Grocery,5,10.05,0.19,40.7,North America
2209,2024-02-06,C1426,Magazine,Books,5,7.2,0.11,32.04,North America
2210,2022-10-31,C453,Wall Art,Home Decor,4,66.95,0.11,238.34,Middle East
2211,2024-01-27,C653,Milk,Grocery,2,19.74,0.05,37.51,Asia Pacific
2212,2023-08-08,C1285,Football,Sports,9,140.97,0.05,1205.29,North America
2213,2021-11-20,C94,T-Shirt,Clothing,2,58.01,0.22,90.5,Asia Pacific
2214,2021-09-24,C1653,Bread,Grocery,2,9.49,0.2,15.18,Middle East
2215,2022-02-25,C1156,Comics,Books,1,27.75,0.24,21.09,Europe
2216,2022-07-07,C1852,Rug,Home Decor,1,43.48,0.17,36.09,Europe
2217,2022-07-30,C1216,Rice,Grocery,9,7.25,0.03,63.29,Asia Pacific
2218,2021-11-01,C517,Yoga Mat,Sports,3,64.3,0.15,163.96,Middle East
2219,2023-10-07,C21,Rug,Home Decor,7,76.81,0.26,397.88,Europe
2220,2024-12-29,C1218,Laptop,Electronics,8,1414.56,0.02,11090.15,Europe
2221,2021-01-10,C1478,Foundation,Beauty,7,118.47,0.15,704.9,North America
2222,2023-02-10,C1927,Jeans,Clothing,5,102.84,0.15,437.07,North America
2223,2024-08-13,C844,Yoga Mat,Sports,3,182.63,0.2,438.31,Asia Pacific
2224,2023-10-16,C1858,Magazine,Books,4,22.38,0.23,68.93,North America
2225,2022-06-28,C309,Face Cream,Beauty,1,36.14,0.29,25.66,Europe
2226,2022-03-11,C1767,Pasta,Grocery,5,11.22,0.22,43.76,Europe
2227,2021-08-07,C116,Perfume,Beauty,3,85.5,0.27,187.25,North America
2228,2023-04-10,C1120,Comics,Books,8,6.63,0.08,48.8,Middle East
2229,2024-04-23,C915,Wall Art,Home Decor,4,118.03,0.27,344.65,North America
2230,2024-04-19,C1426,Hoodie,Clothing,7,68.55,0.28,345.49,Middle East
2231,2023-07-23,C1562,Foundation,Beauty,7,70.04,0.14,421.64,North America
2232,2024-12-03,C650,Lipstick,Beauty,3,63.48,0.03,184.73,Middle East
2233,2022-12-30,C1224,Lipstick,Beauty,9,42.81,0.28,277.41,Middle East
2234,2024-09-02,C1351,Smartwatch,Electronics,2,602.59,0.24,915.94,Europe
2235,2022-07-03,C1683,Milk,Grocery,1,7.79,0.24,5.92,North America
2236,2024-03-28,C1426,Pasta,Grocery,5,18.79,0.21,74.22,North America
2237,2023-08-13,C1368,Novel,Books,7,37.94,0.15,225.74,North America
2238,2022-04-06,C558,Hoodie,Clothing,1,31.91,0.25,23.93,North America
2239,2023-05-19,C1880,Jeans,Clothing,1,79.99,0.15,67.99,North America
2240,2024-01-31,C746,Wall Art,Home Decor,8,41.33,0.16,277.74,Europe
2241,2021-12-13,C303,Cushion,Home Decor,6,29.99,0.07,167.34,North America
2242,2022-01-16,C65,Rug,Home Decor,5,102.73,0.24,390.37,Middle East
2243,2024-12-02,C1740,Wallet,Accessories,4,14.48,0.23,44.6,Europe
2244,2022-07-01,C446,Serum,Beauty,5,47.57,0.29,168.87,Asia Pacific
2245,2021-03-19,C248,Face Cream,Beauty,1,56.04,0.06,52.68,Europe
2246,2022-12-16,C1567,Yoga Mat,Sports,5,166.97,0.22,651.18,Europe
2247,2024-11-19,C1044,Hoodie,Clothing,5,79.68,0.3,278.88,Europe
2248,2024-12-27,C427,Perfume,Beauty,9,27.01,0.2,194.47,Middle East
2249,2024-02-21,C148,Handbag,Accessories,7,26.83,0.17,155.88,Europe
2250,2022-10-03,C1068,Wallet,Accessories,6,22.13,0.29,94.27,Middle East
2251,2022-11-09,C1696,Hoodie,Clothing,7,96.57,0.06,635.43,North America
2252,2024-07-24,C1317,T-Shirt,Clothing,7,106.83,0.05,710.42,Europe
2253,2023-06-26,C1288,Milk,Grocery,4,3.31,0.15,11.25,Europe
2254,2022-03-16,C648,Cap,Accessories,5,20.29,0.16,85.22,Europe
2255,2022-10-01,C1666,Eggs,Grocery,1,8.82,0.03,8.56,Asia Pacific
2256,2021-02-05,C134,Rice,Grocery,5,14.06,0.2,56.24,Europe
2257,2023-11-25,C414,Dumbbells,Sports,1,273.95,0.27,199.98,Europe
2258,2021-12-30,C364,Rice,Grocery,6,6.83,0.01,40.57,Middle East
2259,2021-08-21,C444,Tennis Racket,Sports,3,157.88,0.1,426.28,Asia Pacific
2260,2021-03-29,C1447,Dumbbells,Sports,7,52.61,0.04,353.54,Asia Pacific
2261,2023-02-10,C961,Football,Sports,6,125.54,0.16,632.72,Asia Pacific
2262,2024-05-17,C987,Yoga Mat,Sports,4,145.86,0.23,449.25,Middle East
2263,2023-02-14,C1460,Football,Sports,4,93.23,0.13,324.44,Middle East
2264,2023-03-10,C655,Dumbbells,Sports,1,83.64,0.22,65.24,Europe
2265,2023-03-24,C940,Smartphone,Electronics,1,554.17,0.3,387.92,Europe
2266,2022-12-04,C1310,Wall Art,Home Decor,3,61.77,0.27,135.28,Europe
2267,2021-02-24,C180,Dumbbells,Sports,7,85.79,0.24,456.4,Europe
2268,2021-04-18,C1326,Magazine,Books,3,12.93,0.23,29.87,Asia Pacific
2269,2023-04-19,C664,Jeans,Clothing,8,97.41,0.09,709.14,Middle East
2270,2023-08-12,C861,Serum,Beauty,8,67.29,0.22,419.89,North America
2271,2021-07-26,C28,Pasta,Grocery,9,19.5,0.26,129.87,Middle East
2272,2023-04-05,C554,Comics,Books,9,30.99,0.15,237.07,North America
2273,2023-05-07,C549,Lamp,Home Decor,5,66.03,0.25,247.61,Asia Pacific
2274,2024-01-25,C1293,Novel,Books,2,8.07,0.03,15.66,Europe
2275,2024-09-18,C743,Cricket Bat,Sports,6,192.57,0.15,982.11,Asia Pacific
2276,2023-05-01,C1973,Notebook,Books,1,26.38,0.25,19.79,Europe
2277,2022-07-31,C9,Magazine,Books,1,37.1,0.22,28.94,Asia Pacific
2278,2024-10-31,C1200,Textbook,Books,7,8.19,0.2,45.86,Europe
2279,2024-02-02,C669,Novel,Books,2,38.09,0.05,72.37,Middle East
2280,2023-06-02,C868,Yoga Mat,Sports,9,30.58,0.11,244.95,North America
2281,2021-08-13,C250,Dress,Clothing,6,35.78,0.27,156.72,Europe
2282,2022-07-24,C490,Serum,Beauty,4,79.49,0.14,273.45,Europe
2283,2024-05-15,C585,Pasta,Grocery,1,9.52,0.2,7.62,Asia Pacific
2284,2023-05-03,C1013,Hoodie,Clothing,2,34.02,0.27,49.67,Middle East
2285,2022-07-04,C373,Foundation,Beauty,5,10.13,0.07,47.1,Europe
2286,2022-01-29,C1215,Textbook,Books,3,6.34,0.01,18.83,Middle East
2287,2023-05-02,C1453,Yoga Mat,Sports,9,137.84,0.09,1128.91,Europe
2288,2022-10-30,C830,Eggs,Grocery,2,19.98,0.04,38.36,Europe
2289,2024-01-31,C780,Dress,Clothing,9,86.1,0.03,751.65,Asia Pacific
2290,2023-05-16,C1784,Sunglasses,Accessories,4,38.04,0.15,129.34,Middle East
2291,2023-11-10,C137,Rice,Grocery,5,14.09,0.24,53.54,Europe
2292,2023-09-22,C1734,Wall Art,Home Decor,7,82.01,0.12,505.18,Asia Pacific
2293,2023-09-14,C1629,Serum,Beauty,7,79.19,0.07,515.53,Europe
2294,2024-06-27,C323,Yoga Mat,Sports,9,181.2,0.23,1255.72,Europe
2295,2023-01-31,C1779,Bread,Grocery,3,5.76,0.15,14.69,Asia Pacific
2296,2021-12-14,C410,Dress,Clothing,7,123.53,0.28,622.59,Middle East
2297,2022-04-09,C1817,Football,Sports,8,76.49,0.08,562.97,Europe
2298,2022-02-18,C1214,Lipstick,Beauty,4,99.92,0.26,295.76,Europe
2299,2023-01-07,C1972,Jacket,Clothing,5,123.69,0.24,470.02,Europe
2300,2021-08-26,C1720,Yoga Mat,Sports,9,146.13,0.26,973.23,North America
2301,2023-10-31,C1799,Jacket,Clothing,1,128.47,0.28,92.5,Middle East
2302,2021-06-23,C518,Laptop,Electronics,3,439.3,0.02,1291.54,North America
2303,2023-09-20,C1721,Tablet,Electronics,9,691.21,0.13,5412.17,Europe
2304,2023-09-22,C872,Tennis Racket,Sports,7,152.83,0.13,930.73,North America
2305,2023-06-13,C625,Handbag,Accessories,2,77.74,0.22,121.27,North America
2306,2021-10-21,C975,Eggs,Grocery,3,18.19,0.06,51.3,Europe
2307,2024-12-10,C1428,Perfume,Beauty,2,22.89,0.23,35.25,Middle East
2308,2023-11-14,C163,Cricket Bat,Sports,8,48.87,0.23,301.04,North America
2309,2021-11-20,C1025,Football,Sports,1,46.39,0.13,40.36,Europe
2310,2024-11-14,C118,Notebook,Books,8,10.78,0.02,84.52,Middle East
2311,2023-08-18,C1583,Cushion,Home Decor,8,132.77,0.06,998.43,North America
2312,2022-05-21,C916,Wallet,Accessories,7,66.89,0.16,393.31,North America
2313,2022-09-14,C1886,Handbag,Accessories,6,45.39,0.03,264.17,Asia Pacific
2314,2023-01-29,C1092,Yoga Mat,Sports,9,44.94,0.19,327.61,Europe
2315,2022-03-19,C523,Bread,Grocery,3,9.99,0.1,26.97,Asia Pacific
2316,2024-06-08,C1060,Perfume,Beauty,6,17.57,0.23,81.17,Middle East
2317,2022-09-07,C1410,Handbag,Accessories,3,34.23,0.28,73.94,Middle East
2318,2021-08-26,C286,Smartwatch,Electronics,5,1258.59,0.25,4719.71,Middle East
2319,2024-11-14,C804,Lamp,Home Decor,2,30.6,0.27,44.68,Middle East
2320,2022-04-25,C1903,Smartwatch,Electronics,1,501.15,0.27,365.84,Europe
2321,2023-07-18,C1108,Cap,Accessories,7,43.87,0.15,261.03,Asia Pacific
2322,2021-10-27,C1216,Perfume,Beauty,3,37.01,0.04,106.59,Asia Pacific
2323,2021-08-03,C1770,Eggs,Grocery,6,11.84,0.19,57.54,Middle East
2324,2024-09-30,C1597,Pasta,Grocery,9,11.34,0.23,78.59,Europe
2325,2023-05-07,C543,Laptop,Electronics,6,1126.79,0.09,6152.27,Europe
2326,2024-05-29,C1457,Foundation,Beauty,8,44.03,0.15,299.4,Middle East
2327,2022-06-21,C1308,Bread,Grocery,7,8.55,0.11,53.27,Middle East
2328,2023-03-27,C1410,Jeans,Clothing,2,97.91,0.17,162.53,Europe
2329,2022-10-26,C610,Wallet,Accessories,7,51.87,0.18,297.73,Middle East
2330,2022-11-07,C882,Perfume,Beauty,3,109.82,0.22,256.98,Asia Pacific
2331,2024-03-27,C1967,Foundation,Beauty,7,10.42,0.01,72.21,Middle East
2332,2023-01-31,C217,Novel,Books,1,27.64,0.13,24.05,North America
2333,2024-04-09,C551,Magazine,Books,1,20.34,0.25,15.25,North America
2334,2021-05-15,C587,T-Shirt,Clothing,3,126.94,0.04,365.59,Middle East
2335,2021-12-06,C975,Wall Art,Home Decor,2,89.24,0.21,141.0,North America
2336,2022-06-13,C257,Eggs,Grocery,4,2.03,0.26,6.01,Asia Pacific
2337,2023-09-11,C1694,Cushion,Home Decor,5,55.41,0.15,235.49,North America
2338,2024-10-12,C362,Novel,Books,6,30.42,0.1,164.27,Europe
2339,2022-02-22,C1684,Sunglasses,Accessories,3,79.41,0.16,200.11,North America
2340,2022-05-24,C1408,Sunglasses,Accessories,5,36.14,0.04,173.47,Middle East
2341,2021-08-31,C164,Laptop,Electronics,9,567.16,0.16,4287.73,North America
2342,2021-11-06,C836,Wallet,Accessories,7,28.87,0.22,157.63,Europe
2343,2021-10-13,C1905,Tennis Racket,Sports,1,42.95,0.11,38.23,North America
2344,2021-12-11,C226,Face Cream,Beauty,8,96.1,0.29,545.85,Asia Pacific
2345,2023-09-16,C1585,Serum,Beauty,8,81.62,0.08,600.72,Middle East
2346,2024-07-20,C462,Magazine,Books,9,16.16,0.02,142.53,Europe
2347,2024-07-13,C1684,Dress,Clothing,5,21.6,0.1,97.2,North America
2348,2021-02-26,C870,Serum,Beauty,6,74.88,0.28,323.48,Middle East
2349,2022-11-28,C1039,Cap,Accessories,9,49.59,0.13,388.29,North America
2350,2024-03-19,C617,Wall Art,Home Decor,6,36.15,0.08,199.55,Asia Pacific
2351,2024-02-02,C880,Wallet,Accessories,3,59.07,0.01,175.44,Europe
2352,2024-01-14,C1805,Wall Art,Home Decor,6,46.36,0.11,247.56,North America
2353,2022-05-13,C1387,Dress,Clothing,6,116.95,0.23,540.31,North America
2354,2023-03-15,C763,Milk,Grocery,8,3.45,0.12,24.29,Asia Pacific
2355,2022-01-05,C233,Serum,Beauty,9,88.69,0.3,558.75,Asia Pacific
2356,2022-01-06,C943,Comics,Books,9,34.89,0.17,260.63,Middle East
2357,2023-03-27,C1844,Jacket,Clothing,2,61.23,0.0,122.46,Asia Pacific
2358,2022-01-30,C1166,Face Cream,Beauty,8,68.72,0.11,489.29,Asia Pacific
2359,2022-03-06,C45,Milk,Grocery,6,8.66,0.28,37.41,Asia Pacific
2360,2024-05-26,C94,Sunglasses,Accessories,5,32.94,0.07,153.17,North America
2361,2021-01-04,C351,Lipstick,Beauty,1,78.98,0.05,75.03,North America
2362,2022-12-10,C689,Belt,Accessories,4,45.39,0.18,148.88,Asia Pacific
2363,2023-09-22,C1725,Cricket Bat,Sports,8,267.11,0.02,2094.14,Asia Pacific
2364,2023-10-11,C1660,Wallet,Accessories,8,21.84,0.05,165.98,Europe
2365,2021-08-12,C1587,Dress,Clothing,5,127.92,0.15,543.66,Europe
2366,2022-07-29,C990,Hoodie,Clothing,3,136.63,0.17,340.21,Asia Pacific
2367,2022-01-05,C1596,Dress,Clothing,7,136.78,0.03,928.74,Middle East
2368,2022-07-17,C1683,Sunglasses,Accessories,6,62.66,0.11,334.6,Middle East
2369,2022-03-23,C1750,Smartwatch,Electronics,5,1209.89,0.1,5444.51,Asia Pacific
2370,2024-01-09,C1115,Notebook,Books,5,8.15,0.21,32.19,Middle East
2371,2024-02-23,C1589,Wall Art,Home Decor,5,107.1,0.01,530.14,Middle East
2372,2024-05-01,C1898,Jacket,Clothing,9,89.18,0.2,642.1,Asia Pacific
2373,2021-01-26,C235,Novel,Books,9,7.77,0.08,64.34,Asia Pacific
2374,2022-10-07,C1356,Pasta,Grocery,1,15.52,0.09,14.12,Asia Pacific
2375,2023-12-18,C415,Cushion,Home Decor,8,23.87,0.11,169.95,North America
2376,2022-01-09,C74,Tablet,Electronics,1,405.9,0.18,332.84,Asia Pacific
2377,2023-05-18,C605,Foundation,Beauty,2,117.27,0.19,189.98,Europe
2378,2023-05-08,C1522,Dress,Clothing,7,125.72,0.16,739.23,Asia Pacific
2379,2023-08-03,C1493,Rug,Home Decor,5,119.61,0.04,574.13,Asia Pacific
2380,2024-08-29,C759,T-Shirt,Clothing,6,51.54,0.01,306.15,North America
2381,2024-11-03,C1684,Hoodie,Clothing,2,115.05,0.1,207.09,North America
2382,2021-06-26,C301,Jacket,Clothing,5,58.48,0.06,274.86,Asia Pacific
2383,2022-07-05,C581,Notebook,Books,1,9.27,0.22,7.23,Middle East
2384,2024-12-06,C797,Face Cream,Beauty,3,54.91,0.05,156.49,Middle East
2385,2023-07-05,C237,Jacket,Clothing,3,95.55,0.08,263.72,North America
2386,2024-04-29,C1173,Smartphone,Electronics,1,1494.19,0.0,1494.19,North America
2387,2021-11-09,C1447,Dress,Clothing,6,74.62,0.04,429.81,North America
2388,2023-02-05,C439,Sunglasses,Accessories,2,52.44,0.02,102.78,Europe
2389,2024-03-12,C1130,Foundation,Beauty,2,83.94,0.06,157.81,Asia Pacific
2390,2023-01-24,C1317,Wall Art,Home Decor,3,123.36,0.27,270.16,Middle East
2391,2024-05-02,C1697,Yoga Mat,Sports,1,86.38,0.08,79.47,Asia Pacific
2392,2021-11-20,C1092,Vase,Home Decor,8,175.53,0.12,1235.73,North America
2393,2022-12-24,C1328,Cap,Accessories,7,29.0,0.18,166.46,Asia Pacific
2394,2023-04-12,C134,Belt,Accessories,2,10.07,0.28,14.5,Middle East
2395,2024-07-26,C557,Football,Sports,5,169.48,0.11,754.19,Middle East
2396,2021-12-16,C907,Perfume,Beauty,6,111.41,0.23,514.71,Europe
2397,2023-06-24,C1469,Lipstick,Beauty,4,119.17,0.1,429.01,North America
2398,2022-10-28,C19,Eggs,Grocery,4,11.17,0.09,40.66,Middle East
2399,2022-01-10,C1736,Comics,Books,7,9.14,0.25,47.98,Asia Pacific
2400,2021-08-23,C1921,Novel,Books,2,22.08,0.29,31.35,Asia Pacific
2401,2023-12-23,C274,Textbook,Books,4,19.14,0.23,58.95,Asia Pacific
2402,2023-12-17,C941,Belt,Accessories,2,40.57,0.3,56.8,North America
2403,2023-04-16,C892,Rice,Grocery,2,8.59,0.11,15.29,Asia Pacific
2404,2021-12-19,C1868,Magazine,Books,8,30.74,0.25,184.44,Middle East
2405,2021-02-01,C1128,Football,Sports,6,187.41,0.19,910.81,Asia Pacific
2406,2024-12-05,C1166,Wall Art,Home Decor,8,106.83,0.27,623.89,Europe
2407,2022-11-24,C1621,Sunglasses,Accessories,5,6.25,0.29,22.19,North America
2408,2023-06-17,C700,Tablet,Electronics,5,605.7,0.28,2180.52,North America
2409,2023-08-01,C1643,Wall Art,Home Decor,4,85.92,0.26,254.32,Middle East
2410,2022-10-04,C790,Magazine,Books,6,30.12,0.08,166.26,Asia Pacific
2411,2022-10-26,C1935,Face Cream,Beauty,5,81.22,0.01,402.04,Asia Pacific
2412,2023-07-23,C48,Laptop,Electronics,8,734.72,0.16,4937.32,North America
2413,2021-08-15,C1175,Jeans,Clothing,8,120.91,0.11,860.88,Asia Pacific
2414,2021-04-24,C1794,Tablet,Electronics,9,1439.19,0.18,10621.22,Middle East
2415,2024-02-25,C1152,Foundation,Beauty,3,14.4,0.11,38.45,Europe
2416,2024-11-28,C1023,T-Shirt,Clothing,3,147.38,0.16,371.4,Asia Pacific
2417,2022-09-08,C365,Bread,Grocery,4,18.48,0.22,57.66,North America
2418,2021-10-27,C1057,Foundation,Beauty,3,51.98,0.16,130.99,Europe
2419,2024-08-07,C1263,Smartwatch,Electronics,9,793.35,0.01,7068.75,Asia Pacific
2420,2023-08-10,C136,Headphones,Electronics,4,1312.75,0.2,4200.8,Asia Pacific
2421,2021-01-17,C538,Novel,Books,6,18.9,0.22,88.45,Asia Pacific
2422,2022-10-13,C1814,Tennis Racket,Sports,8,145.89,0.06,1097.09,North America
2423,2023-07-19,C1916,Rice,Grocery,7,2.85,0.21,15.76,Europe
2424,2022-08-04,C1701,Rug,Home Decor,3,145.45,0.01,431.99,Middle East
2425,2024-10-23,C955,Bread,Grocery,5,10.52,0.15,44.71,North America
2426,2021-04-28,C1335,Hoodie,Clothing,4,69.06,0.07,256.9,North America
2427,2024-01-30,C919,Handbag,Accessories,1,61.35,0.08,56.44,Asia Pacific
2428,2022-11-10,C342,Wall Art,Home Decor,1,32.08,0.02,31.44,Europe
2429,2023-06-25,C410,Tablet,Electronics,1,1135.01,0.16,953.41,Europe
2430,2023-11-04,C1021,Handbag,Accessories,9,33.73,0.04,291.43,Asia Pacific
2431,2023-07-21,C635,Tablet,Electronics,7,854.22,0.23,4604.25,Europe
2432,2024-02-29,C1247,Comics,Books,7,24.07,0.03,163.44,Middle East
2433,2023-04-25,C1449,Rice,Grocery,8,12.14,0.09,88.38,Asia Pacific
2434,2024-09-04,C55,Sunglasses,Accessories,8,40.93,0.19,265.23,Europe
2435,2021-04-22,C100,Headphones,Electronics,9,1130.38,0.05,9664.75,North America
2436,2022-07-10,C931,Face Cream,Beauty,9,80.44,0.06,680.52,Asia Pacific
2437,2022-05-25,C83,Wallet,Accessories,1,73.19,0.28,52.7,Asia Pacific
2438,2024-07-16,C1796,Notebook,Books,4,31.37,0.27,91.6,Europe
2439,2022-12-23,C1284,Rice,Grocery,6,16.71,0.13,87.23,Middle East
2440,2023-09-11,C1849,Headphones,Electronics,1,636.38,0.06,598.2,Europe
2441,2022-08-22,C111,Sunglasses,Accessories,2,26.8,0.18,43.95,North America
2442,2021-05-17,C1399,Cushion,Home Decor,7,30.88,0.04,207.51,Europe
2443,2024-08-28,C257,Cushion,Home Decor,2,189.3,0.03,367.24,Asia Pacific
2444,2023-07-13,C1559,Smartphone,Electronics,1,1462.55,0.07,1360.17,Asia Pacific
2445,2021-06-06,C490,Magazine,Books,8,34.66,0.27,202.41,Europe
2446,2021-09-02,C86,Lamp,Home Decor,3,182.38,0.2,437.71,Middle East
2447,2023-09-02,C126,Bread,Grocery,1,13.61,0.2,10.89,Middle East
2448,2023-04-06,C1347,Cricket Bat,Sports,3,208.57,0.21,494.31,Europe
2449,2024-10-21,C1917,Lipstick,Beauty,4,16.47,0.26,48.75,Europe
2450,2023-09-28,C1203,Cap,Accessories,5,31.94,0.28,114.98,Asia Pacific
2451,2024-01-13,C461,T-Shirt,Clothing,9,38.78,0.05,331.57,Asia Pacific
2452,2024-04-19,C772,Laptop,Electronics,8,1339.39,0.14,9215.0,Asia Pacific
2453,2024-02-27,C1106,Novel,Books,8,15.51,0.04,119.12,North America
2454,2024-03-09,C149,Smartwatch,Electronics,9,296.77,0.27,1949.78,Middle East
2455,2022-07-31,C1191,Dumbbells,Sports,8,110.58,0.11,787.33,North America
2456,2022-12-24,C1685,Pasta,Grocery,5,3.29,0.12,14.48,Asia Pacific
2457,2022-07-21,C1988,Eggs,Grocery,1,12.72,0.08,11.7,Europe
2458,2023-01-15,C1001,Dress,Clothing,2,62.19,0.15,105.72,Europe
2459,2024-01-22,C228,Notebook,Books,6,5.17,0.07,28.85,Asia Pacific
2460,2023-05-24,C470,Belt,Accessories,5,53.24,0.13,231.59,Europe
2461,2021-06-21,C172,Tennis Racket,Sports,8,101.5,0.09,738.92,Asia Pacific
2462,2024-04-07,C1138,Laptop,Electronics,3,583.8,0.22,1366.09,Middle East
2463,2021-04-06,C942,Handbag,Accessories,1,41.96,0.25,31.47,Europe
2464,2022-12-27,C1330,Jeans,Clothing,2,104.02,0.0,208.04,Middle East
2465,2024-05-12,C1996,Belt,Accessories,2,65.6,0.29,93.15,Europe
2466,2023-05-19,C777,Belt,Accessories,5,12.08,0.24,45.9,North America
2467,2021-04-01,C716,Rice,Grocery,5,7.4,0.26,27.38,North America
2468,2021-02-28,C588,Foundation,Beauty,8,10.56,0.23,65.05,Asia Pacific
2469,2021-01-03,C1896,Jeans,Clothing,3,56.49,0.21,133.88,Middle East
2470,2021-09-09,C897,Dress,Clothing,2,136.47,0.14,234.73,Middle East
2471,2022-03-16,C772,Serum,Beauty,6,104.65,0.06,590.23,Europe
2472,2024-10-11,C1299,Textbook,Books,7,20.59,0.02,141.25,Middle East
2473,2023-04-11,C1431,Smartwatch,Electronics,9,449.5,0.25,3034.12,North America
2474,2021-11-07,C201,Smartphone,Electronics,2,848.97,0.2,1358.35,North America
2475,2024-12-29,C1039,Serum,Beauty,3,60.86,0.07,169.8,Europe
2476,2024-05-10,C1315,Handbag,Accessories,4,60.54,0.08,222.79,Middle East
2477,2023-08-17,C68,Dumbbells,Sports,9,297.28,0.24,2033.4,North America
2478,2021-12-19,C1022,Dumbbells,Sports,6,297.19,0.24,1355.19,North America
2479,2021-08-23,C1542,Smartwatch,Electronics,8,937.29,0.17,6223.61,Middle East
2480,2023-04-16,C89,Face Cream,Beauty,5,80.91,0.06,380.28,Asia Pacific
2481,2022-09-21,C1290,Dress,Clothing,9,104.91,0.11,840.33,Middle East
2482,2022-06-04,C1222,Hoodie,Clothing,7,149.14,0.01,1033.54,North America
2483,2023-04-25,C137,Face Cream,Beauty,2,85.86,0.08,157.98,North America
2484,2023-03-17,C1931,Comics,Books,2,22.78,0.24,34.63,North America
2485,2021-04-12,C1359,Smartphone,Electronics,1,1396.73,0.26,1033.58,Middle East
2486,2023-02-24,C665,Eggs,Grocery,6,17.05,0.0,102.3,Middle East
2487,2024-03-03,C1385,Football,Sports,6,25.5,0.13,133.11,Middle East
2488,2022-01-09,C425,Jacket,Clothing,8,72.4,0.14,498.11,North America
2489,2022-11-01,C1473,Smartwatch,Electronics,3,247.08,0.1,667.12,Europe
2490,2021-07-24,C1327,Lamp,Home Decor,8,105.03,0.28,604.97,Asia Pacific
2491,2022-12-02,C1272,Headphones,Electronics,9,818.09,0.19,5963.88,Middle East
2492,2023-06-19,C1027,Headphones,Electronics,8,1110.29,0.27,6484.09,North America
2493,2023-01-14,C270,Tennis Racket,Sports,7,156.1,0.04,1048.99,Europe
2494,2021-04-13,C758,Foundation,Beauty,2,67.65,0.21,106.89,Middle East
2495,2021-02-09,C1860,Textbook,Books,4,30.5,0.04,117.12,Europe
2496,2023-09-10,C438,Eggs,Grocery,6,4.78,0.04,27.53,North America
2497,2024-09-18,C720,Dumbbells,Sports,9,138.94,0.13,1087.9,Europe
2498,2023-09-07,C374,Novel,Books,9,26.16,0.06,221.31,Asia Pacific
2499,2022-03-25,C497,Lamp,Home Decor,8,41.02,0.13,285.5,Europe
2500,2024-09-29,C1246,Face Cream,Beauty,6,45.09,0.08,248.9,Asia Pacific
2501,2023-09-01,C605,Rice,Grocery,3,12.51,0.13,32.65,North America
2502,2022-06-24,C1201,Serum,Beauty,6,96.06,0.1,518.72,Asia Pacific
2503,2021-07-10,C272,Novel,Books,6,38.27,0.07,213.55,Asia Pacific
2504,2022-06-23,C1594,Handbag,Accessories,1,68.02,0.21,53.74,Middle East
2505,2021-01-12,C1109,Smartwatch,Electronics,4,293.68,0.04,1127.73,Asia Pacific
2506,2024-03-22,C1184,Cricket Bat,Sports,7,115.22,0.01,798.47,Europe
2507,2021-06-06,C838,Face Cream,Beauty,2,50.93,0.22,79.45,North America
2508,2021-04-28,C358,Bread,Grocery,4,13.47,0.15,45.8,North America
2509,2022-06-04,C95,Novel,Books,4,10.01,0.25,30.03,Asia Pacific
2510,2024-05-24,C994,Rice,Grocery,7,5.7,0.01,39.5,Middle East
2511,2023-10-01,C1710,Wall Art,Home Decor,3,19.89,0.12,52.51,Asia Pacific
2512,2021-04-20,C1688,Hoodie,Clothing,3,46.38,0.2,111.31,Asia Pacific
2513,2022-05-09,C572,Smartwatch,Electronics,4,1103.34,0.17,3663.09,Middle East
2514,2022-11-26,C970,Rug,Home Decor,3,103.79,0.07,289.57,North America
2515,2024-03-05,C592,Rug,Home Decor,3,199.04,0.13,519.49,Asia Pacific
2516,2021-11-16,C1338,Bread,Grocery,2,17.41,0.24,26.46,Middle East
2517,2023-07-20,C965,Eggs,Grocery,8,3.55,0.17,23.57,Europe
2518,2021-10-28,C520,Cap,Accessories,8,21.87,0.07,162.71,Europe
2519,2024-11-14,C995,Handbag,Accessories,9,37.21,0.18,274.61,Europe
2520,2023-05-25,C554,Yoga Mat,Sports,2,149.43,0.23,230.12,Asia Pacific
2521,2024-06-05,C1152,Handbag,Accessories,8,9.4,0.17,62.42,Europe
